"Geneid","Length","SRR21623193","SRR21623194","SRR21623195","SRR21623196","SRR21623197","SRR21623198"
"RNF167",1821,2121,1779,2212,903,1273,1268
"PFN1",1101,28429,22758,28925,19165,24727,24069
"ENO3",1587,137,85,138,51,108,104
"SPAG7",1093,76,56,66,72,70,102
"CAMTA2",4261,1512,1160,1578,766,995,931
"LOC105607824",852,2,0,4,0,0,12
"INCA1",4669,226,123,185,81,124,141
"KIF1C",3949,5910,4118,5746,3051,4233,3781
"ZFP3",4718,1853,1111,1368,712,1015,856
"ZNF232",3460,116,95,69,46,75,71
"LOC105607821",4320,24,22,34,58,64,78
"SCIMP",8274,28,32,36,38,28,47
"LOC105616327",3300,258,228,262,168,217,199
"RABEP1",5384,10237,6922,8656,5609,7148,6220
"NUP88",2425,3754,2914,3622,2092,2454,2253
"RPAIN",1240,157,144,176,155,175,148
"C1QBP",1207,1117,701,1026,666,954,812
"DHX33",4343,1416,1050,1234,697,974,1027
"DERL2",1198,3094,2384,3052,1899,2336,2537
"MIS12",2102,1603,1250,1467,891,1077,982
"LOC105616457",1054,2,2,2,0,2,0
"LOC106991417",352,0,2,0,0,0,0
"NLRP1",5561,8,6,12,0,12,6
"LOC105610744",2083,0,0,0,0,0,6
"WSCD1",3233,8,12,2,2,4,10
"AIPL1",1061,0,0,0,0,0,0
"FAM64A",1490,1263,826,1361,687,988,874
"PITPNM3",3511,12,9,2,6,2,0
"LOC105610742",2292,8,32,24,24,20,16
"TXNDC17",519,336,245,305,365,405,417
"KIAA0753",5889,1124,942,988,810,874,824
"MED31",3079,2038,1554,1697,1955,2241,2334
"LOC105616325",7065,92,68,105,25,91,52
"SLC13A5",3439,0,6,2,9,0,0
"LOC101112994",446,0,0,0,0,0,0
"XAF1",1534,967,408,732,1997,2501,2224
"FBXO39",2927,16,10,25,143,187,179
"LOC105610748",1536,0,0,0,22,15,36
"LOC105610740",1338,10,1,9,10,0,0
"SMTNL2",2222,84,59,87,20,38,22
"TEKT1",3414,4,0,10,2,13,1
"GGT6",3387,74,60,68,48,60,50
"MYBBP1A",5299,3398,2328,2922,1980,2721,2390
"SPNS2",3398,970,567,794,118,215,194
"SPNS3",1977,114,109,148,58,83,60
"UBE2G1",3562,11574,9044,10591,7115,8556,8423
"LOC106991416",1624,132,124,162,232,287,287
"ANKFY1",9174,8980,6772,8283,7953,11020,9572
"LOC101102403",2845,930,697,1013,311,409,499
"ZZEF1",12311,4939,4005,5192,2684,3643,3070
"ATP2A3",9943,44,14,21,18,7,10
"P2RX1",2540,6,2,22,8,17,6
"CAMKK1",1794,393,330,333,81,131,187
"NCBP3",7774,1865,1429,1852,1055,1477,1512
"GSG2",5087,677,642,650,222,241,241
"ITGAE",5486,600,462,512,388,549,413
"P2RX5",4745,228,183,328,371,380,359
"EMC6",722,542,317,431,233,285,298
"TAX1BP3",1320,3330,2176,2780,662,967,875
"CTNS",2083,762,540,630,190,265,231
"SHPK",2297,102,73,74,8,18,21
"TRPV1",3321,0,4,2,2,1,14
"TRPV3",6846,156,160,156,45,58,42
"ASPA",2270,14,12,12,8,0,8
"SPATA22",1593,0,0,0,0,0,0
"LOC101120929",2531,0,0,0,0,0,0
"LOC101120675",945,0,0,0,0,2,0
"LOC101120421",2278,0,0,0,0,0,0
"LOC101109894",1010,0,0,0,0,0,0
"LOC101120175",1065,0,0,0,0,0,0
"LOC101119916",945,0,0,0,0,0,0
"LOC101119653",1988,0,0,0,0,0,0
"LOC101109629",1971,0,0,0,0,0,0
"LOC101109373",873,0,0,0,0,0,0
"LOC101109107",696,0,0,0,0,0,0
"LOC105614242",2166,0,0,0,0,0,6
"LOC101108585",1565,0,0,0,0,0,0
"LOC101108324",1377,0,0,0,0,0,0
"LOC101108065",1180,0,0,0,0,0,0
"LOC101107805",1509,0,0,0,0,0,0
"LOC101119404",1330,0,0,0,0,0,0
"LOC101107538",3367,0,0,2,0,0,2
"LOC101107296",2626,0,0,4,0,0,0
"LOC101107034",1469,0,0,0,0,0,0
"LOC101106784",3895,8,0,0,0,0,8
"LOC101106536",2753,0,0,0,0,0,0
"LOC105611254",4686,0,0,0,0,0,0
"LOC105611253",5723,0,0,2,0,0,0
"LOC105611252",2005,0,4,0,0,0,0
"RAP1GAP2",4408,165,119,129,96,138,98
"LOC106991415",5000,49,44,36,16,44,14
"CLUH",3902,4236,3127,4560,2236,2918,2750
"PAFAH1B1",12233,25631,20416,23840,20200,25228,23597
"LOC105616320",267,7,6,16,6,7,1
"LOC105611251",1893,0,2,0,6,6,2
"METTL16",2029,2516,1728,2170,1604,2024,1803
"MNT",1942,215,141,141,38,51,61
"SGSM2",4659,1437,1132,1533,604,861,807
"TSR1",4050,4872,3824,4802,2657,3677,2775
"SRR",1213,1102,872,910,946,1280,1114
"SMG6",20055,2486,1794,2138,1064,1446,1500
"HIC1",1794,72,48,34,24,40,54
"OVCA2",943,732,572,772,258,196,292
"DPH1",1856,488,373,455,164,271,224
"LOC105611247",2993,16,8,10,10,2,14
"RTN4RL1",6166,108,102,186,22,34,38
"RPA1",1851,6990,5492,7327,3946,5554,5021
"SMYD4",4392,895,802,820,411,555,418
"SERPINF1",1599,102,80,135,66,73,75
"SERPINF2",1687,8,2,18,8,8,12
"WDR81",6936,1726,1015,1486,356,498,522
"MIR22",85,44,12,30,7,14,6
"TLCD2",4413,170,108,206,91,130,82
"PRPF8",7348,40403,31999,40283,25386,33693,31047
"RILP",1263,202,126,125,53,93,101
"SCARF1",4746,159,133,170,256,242,313
"SLC43A2",1844,241,217,252,114,135,100
"PITPNA",4217,5918,4638,5645,3869,5308,5078
"INPP5K",2873,1653,1095,1332,830,1023,1137
"MYO1C",4485,12100,8408,12112,7573,10333,9114
"LOC101102745",1495,446,276,444,503,607,676
"CRK",3569,14638,12111,14016,8350,9870,9050
"YWHAE",1882,28180,21892,27216,20867,27542,23756
"LOC105611243",3164,300,322,277,609,684,769
"LOC105611242",526,5,24,9,49,44,84
"DOC2B",1481,42,30,40,46,68,68
"LOC106991414",579,0,0,0,0,0,0
"RPH3AL",12508,327,227,351,129,247,218
"C11H17orf97",1172,35,25,47,22,25,30
"FAM101B",4427,11047,7915,9954,5290,6924,6565
"VPS53",10288,2735,1972,2328,1439,1794,1822
"LOC105611240",3354,141,162,135,69,126,71
"FAM57A",2312,3165,2484,2984,1302,1698,1619
"GEMIN4",3417,1690,1186,1792,832,1065,1004
"LOC101113864",755,16,22,15,66,93,75
"GLOD4",1727,2536,1874,2164,1558,1722,1585
"RNMTL1",5815,1862,1538,1690,902,1094,922
"NXN",6679,11057,7931,10207,3935,5038,5183
"TIMM22",1377,565,365,563,166,311,259
"ABR",4634,8934,6838,8942,5516,7805,7254
"BHLHA9",1692,0,0,0,0,0,0
"TUSC5",3502,0,2,4,6,10,4
"GOSR1",4739,7684,5555,6559,10126,12246,11116
"LOC106991395",812,2,9,0,6,6,4
"CPD",8149,57556,42023,51984,33398,42425,39003
"TMIGD1",1723,0,0,0,0,0,0
"BLMH",2413,5466,4100,5190,4032,4874,4456
"SLC6A4",2384,167,178,142,236,247,284
"NSRP1",2433,684,502,522,620,528,550
"EFCAB5",7548,128,170,125,157,164,205
"LOC105616313",1802,30,11,11,24,8,12
"LOC105613550",2049,20756,14002,19743,14428,17828,15573
"SSH2",25029,3032,2963,3332,4564,5314,5199
"CORO6",3491,122,101,143,59,91,69
"ANKRD13B",3097,393,304,500,246,268,323
"GIT1",2413,926,635,876,461,779,744
"TP53I13",1203,315,166,274,110,151,126
"ABHD15",1553,66,46,12,0,4,10
"TAOK1",12631,18858,14503,17607,16260,20121,19195
"LOC106991413",6404,6,6,16,17,22,30
"NUFIP2",2731,5324,3798,4608,3216,4040,3693
"CRYBA1",1029,149,174,225,182,258,240
"LOC105616311",1513,74,68,91,40,44,40
"MYO18A",7186,1532,982,1490,458,806,569
"TIAF1",1135,528,333,352,164,218,194
"PIPOX",2467,2,4,2,1,1,2
"SEZ6",3887,42,14,15,4,0,12
"PHF12",4488,1780,1716,1719,1080,1337,1394
"DHRS13",1631,94,56,56,16,16,41
"FLOT2",2888,3469,2222,2764,1785,2258,2272
"ERAL1",1840,1182,919,1083,561,723,792
"FAM222B",10921,1778,1615,1484,1226,1479,1474
"TRAF4",2001,1144,789,1086,561,750,722
"NEK8",2739,229,211,314,120,158,207
"TLCD1",881,207,168,196,142,146,135
"RPL23A",471,728,644,757,826,998,977
"RAB34",1764,1778,1288,1758,822,1023,1006
"PROCA1",2429,212,194,192,146,217,212
"SUPT6H",5929,4202,3036,3887,2314,3059,2989
"SDF2",1304,1931,1124,1624,1343,1705,1413
"KIAA0100",7416,5820,4743,5927,3374,4526,4202
"LOC101120505",2954,1070,766,833,982,1295,1245
"LOC105610233",407,8,14,31,35,10,27
"SPAG5",3753,2197,1722,2249,1236,1704,1572
"ALDOC",1647,5,8,4,10,29,41
"PIGS",2584,3998,3068,3951,2249,3070,2724
"UNC119",1290,264,198,239,123,182,154
"FOXN1",3808,0,4,8,0,4,0
"SLC13A2",2643,0,2,2,0,16,0
"SLC46A1",3506,118,86,115,19,22,42
"SARM1",3738,10,16,16,0,10,0
"VTN",1674,0,0,0,0,3,0
"SEBOX",2661,2,0,6,4,4,10
"TMEM199",1966,1636,1274,1336,1134,1365,1376
"POLDIP2",1884,3830,2904,3730,1854,2489,2158
"TNFAIP1",2037,2308,1698,2198,881,1278,1152
"IFT20",1107,700,434,606,423,577,524
"TMEM97",1680,292,224,170,135,143,122
"NLK",4145,2358,1801,2161,1668,1925,1819
"LOC105616308",4574,0,0,0,4,2,0
"LYRM9",4798,554,384,408,234,282,272
"NOS2",5697,2,10,8,8,14,4
"LOC101102156",1319,2612,1723,2218,2519,3543,3277
"LOC101118202",2196,0,6,2,0,0,0
"LOC106991396",810,0,0,0,0,0,0
"KSR1",2573,508,360,604,481,758,726
"OMG",1466,103,153,134,121,120,167
"EVI2B",2000,184,174,137,205,152,205
"EVI2A",951,195,130,207,162,144,122
"NF1",12243,29072,24173,28910,21621,26947,24359
"RAB11FIP4",2151,12,6,4,28,22,29
"LOC105606870",7064,1384,1170,1229,1052,1376,1325
"LOC105606871",3064,18,14,33,26,34,34
"COPRS",835,536,424,639,339,408,467
"UTP6",2883,4023,2974,3472,3470,4347,4076
"SUZ12",4775,4838,4113,4628,3413,4058,3860
"LOC106990618",2486,66,68,48,17,40,36
"CRLF3",2547,1634,1338,1608,1038,1266,1212
"ATAD5",7086,1010,1032,1422,485,684,750
"TEFM",1628,397,313,265,179,198,171
"ADAP2",5304,79,36,78,49,32,42
"RNF135",2729,1064,594,857,353,398,407
"LOC105606874",1327,76,47,63,46,26,60
"RHOT1",6242,5334,4135,4946,3765,4720,4438
"RHBDL3",4843,1979,1389,2193,1064,1382,1147
"C11H17orf75",3636,1730,1392,1634,1089,1414,1450
"ZNF207",12703,21874,17427,20666,15634,18079,18205
"PSMD11",2910,9095,6683,8002,6551,8275,8367
"CDK5R1",3687,358,430,348,428,558,520
"LOC105606866",6591,246,239,268,293,254,324
"MYO1D",5696,12813,9585,12204,7995,10874,10339
"TMEM98",1438,3261,2587,3669,1781,2127,1855
"SPACA3",580,0,0,0,0,0,0
"LOC105606864",1225,0,0,0,1,0,3
"ASIC2",2356,6,8,10,0,10,2
"LOC105606862",7917,2,0,0,36,32,51
"LOC101120093",795,14,4,16,386,370,451
"LOC101119832",586,0,0,2,0,9,0
"LOC101119572",845,10,2,6,46,42,58
"CCL1",598,24,10,12,22,12,22
"LOC101114373",398,0,0,2,0,0,0
"TMEM132E",5025,0,0,2,12,6,0
"CCT6B",1858,192,158,187,128,114,133
"ZNF830",3155,110,69,118,105,127,94
"LIG3",5083,1584,1151,1526,619,832,867
"RFFL",8840,2210,1765,2324,1494,1910,1757
"RAD51D",3356,454,326,424,343,399,472
"FNDC8",3063,75,68,127,61,91,76
"NLE1",1338,478,336,538,369,456,448
"UNC45B",3481,126,80,90,47,71,54
"LOC105606876",4105,0,2,2,32,62,58
"LOC105616454",323,719,483,576,538,636,563
"LOC101113607",2192,178,145,121,382,554,509
"LOC105606856",1294,282,148,216,946,1196,1038
"SLFN11",3450,12,6,18,487,742,669
"SLFN14",3171,38,20,32,34,44,18
"LOC105606855",912,456,345,400,481,531,510
"PEX12",2692,1732,1325,1783,789,1046,1054
"AP2B1",4097,24860,17509,22597,17233,21798,20344
"RASL10B",2767,237,142,181,116,146,100
"GAS2L2",2958,0,14,4,8,12,24
"C11H17orf50",1763,2,4,2,7,2,0
"MMP28",2293,341,196,366,200,228,187
"TAF15",2193,1410,1193,1577,1140,1508,1406
"HEATR9",2354,23,30,42,51,33,52
"LOC105616299",1117,0,4,4,31,37,53
"CCL5",887,0,0,0,54,65,71
"CCL16",1386,0,0,0,2,0,8
"LOC101115044",970,0,0,0,0,0,0
"LOC101114790",1216,0,0,0,0,0,0
"LOC100101238",473,0,0,0,0,0,0
"LOC101111303",719,0,0,0,0,0,6
"LOC101111035",1027,0,0,0,0,0,0
"LOC101114535",1330,0,0,0,0,0,0
"LOC101114285",837,0,0,0,81,124,86
"LOC101110777",555,0,0,0,0,4,0
"LOC101114032",418,0,0,0,0,0,0
"LOC101110524",1308,0,0,0,2,0,0
"LOC101113771",862,0,0,0,0,0,0
"LOC105606875",1575,16,8,4,2,4,6
"LOC101113344",642,2613,1893,2437,1664,2687,2007
"HEATR6",5296,5063,3656,4839,3657,4881,4146
"LOC106991412",643,0,0,0,0,0,0
"HNF1B",2866,20,9,4,14,10,12
"DDX52",2370,1079,849,1288,1081,1532,1136
"SYNRG",6724,3933,3232,3875,1594,2022,2085
"DUSP14",2351,2007,1504,1810,1026,1347,1331
"TADA2A",3565,1454,1254,1333,1088,1312,1322
"C11H17orf78",7327,116,156,134,49,74,55
"LOC105616296",2105,149,112,191,92,110,112
"LOC105606845",2552,42,62,66,30,49,56
"ACACA",11889,8571,6110,7963,3255,4395,4100
"AATF",2249,1435,1035,1225,930,1213,944
"LHX1",1394,4,2,0,2,8,4
"MRM1",3751,614,414,576,221,261,239
"DHRS11",1518,998,638,847,539,824,719
"GGNBP2",2970,3027,2485,3021,2566,3116,2801
"PIGW",2279,1352,1078,1351,854,1017,1002
"MYO19",3837,1116,845,1132,470,634,630
"ZNHIT3",629,106,46,96,47,86,101
"CA4",1090,4,0,4,2,0,0
"LOC105616451",912,27,10,9,14,19,17
"LOC105616450",949,62,86,93,81,85,98
"USP32",9908,7446,5638,6767,4808,5962,5661
"C11H17orf64",998,4,0,0,0,0,0
"APPBP2",6512,11413,8528,11085,12847,15176,14800
"LOC105616295",2721,10,22,18,22,24,18
"LOC105606840",3259,2,0,0,0,0,0
"PPM1D",2717,555,446,816,437,608,460
"LOC105616292",3851,64,46,72,38,44,40
"BCAS3",9496,2730,2352,2522,1394,1657,1719
"TBX2",1020,22,20,16,12,12,2
"LOC101108146",889,0,0,0,2,0,7
"TBX4",3583,40,14,4,10,8,2
"LOC101107972",307,0,0,0,0,2,0
"BRIP1",4618,907,1059,1114,504,574,454
"INTS2",6421,4761,3334,3871,3104,3998,3801
"LOC101107031",1001,2841,2234,2835,2441,3076,2849
"MED13",10517,23069,18404,21221,23566,28923,27401
"LOC105616290",1807,12,4,19,28,21,33
"RNFT1",2155,8428,5546,6995,4569,5496,5007
"RPS6KB1",5840,3766,3057,3853,2951,3475,3285
"TUBD1",3706,834,571,818,529,834,667
"MIR21",72,326,222,375,216,280,274
"LOC106991410",969,112,137,89,103,112,105
"PTRH2",1214,1355,1046,1140,812,862,928
"CLTC",7543,100858,75134,92783,59796,76786,67714
"DHX40",3590,9396,6373,7940,4902,6119,5337
"LOC105611226",1529,0,0,4,0,2,4
"LOC105616289",2806,857,534,697,280,342,392
"LOC105616288",1514,6,4,4,6,4,0
"YPEL2",5471,1807,983,1229,813,1038,977
"GDPD1",2884,970,811,915,562,698,639
"SMG8",3641,1371,1092,1408,1008,1157,1058
"PRR11",2944,4182,3805,4688,2719,3594,3300
"SKA2",308,54,48,92,71,99,73
"LOC101103247",3253,2143,1462,1862,1643,2204,1973
"TRIM37",9760,6518,5026,6406,2900,3901,3669
"PPM1E",10060,1621,1264,1444,1307,1441,1406
"LOC105616287",2182,30,19,20,42,34,52
"RAD51C",2702,1740,1452,1834,1103,1369,1095
"LOC101102994",446,78,42,76,22,12,28
"TEX14",8299,170,129,206,130,161,188
"C11H17orf47",3584,5,0,0,2,8,2
"SEPT4",3118,20,18,20,17,15,14
"MTMR4",6456,8880,6934,8510,2566,3432,3208
"HSF5",4311,166,176,200,263,366,334
"RNF43",5665,30,39,42,50,55,96
"SUPT4H1",1436,3871,3337,3903,2086,2886,2539
"BZRAP1",5907,320,187,291,132,175,140
"MPO",2466,37,30,80,38,36,30
"LPO",2777,26,21,33,24,53,18
"MKS1",2455,348,233,349,107,161,154
"LOC106990716",2383,20,13,10,4,18,14
"LOC101104077",876,0,0,0,0,0,0
"LOC101103825",985,0,0,0,0,2,0
"LOC101122800",936,0,0,0,0,0,0
"LOC101103581",840,0,0,0,0,0,0
"LOC101122532",936,0,0,0,0,0,2
"LOC101122288",900,0,0,0,0,0,0
"LOC101122037",936,0,0,0,0,0,0
"LOC101103334",957,0,0,0,0,0,0
"LOC101121785",1412,2,0,0,2,0,0
"LOC101121527",5272,1,10,0,0,2,0
"LOC105612371",4621,18,39,44,24,10,14
"DYNLL2",2407,4326,3647,4301,2206,2800,2419
"SRSF1",5335,25518,19620,23447,14156,17213,16240
"LOC105612370",214,34,24,22,50,130,156
"VEZF1",6947,7901,5423,6718,6650,8262,8170
"CUEDC1",1783,1695,1137,1703,966,1314,1266
"MRPS23",998,2107,1646,2132,1539,1831,1890
"CCDC182",872,0,0,0,0,2,0
"LOC105616285",4851,184,94,138,88,86,106
"LOC106991409",1007,4,10,8,0,0,4
"LOC105616286",4741,20,20,8,8,12,16
"MSI2",6087,4188,2956,3486,2505,3340,2815
"LOC105612366",3078,12,4,6,2,4,2
"TPT1",2141,20514,14873,20522,16281,20166,18556
"AKAP1",6528,2868,2084,2745,1634,2253,2308
"LOC101123391",932,1,0,0,0,0,0
"SCPEP1",1961,3156,2275,3070,1803,2472,2113
"COIL",2539,1935,1465,1938,1178,1355,1376
"TRIM25",7350,6406,3713,5755,13458,18041,16632
"DGKE",8198,2171,1617,1811,1622,2277,2200
"LOC105612047",6039,42,65,88,70,132,92
"LOC105612049",1344,4,14,10,33,4,36
"C11H17orf67",3605,340,223,332,302,412,355
"NOG",705,20,12,2,66,76,52
"LOC105612048",1058,1,0,0,0,0,0
"ANKFN1",8560,3,0,0,22,2,12
"LOC101122369",1136,134,63,87,103,142,128
"LOC101122120",1920,0,0,6,0,0,0
"LOC101121870",780,0,0,0,0,0,0
"LOC106990526",4137,138,121,150,103,168,144
"PCTP",2357,736,548,623,290,451,308
"LOC105616281",1209,0,0,0,0,0,0
"TMEM100",2972,60,44,40,90,131,133
"LOC101121361",1165,0,0,0,2,2,2
"LOC101121108",2443,8,14,4,18,24,4
"LOC101120850",1831,4972,3559,4382,4989,6046,5934
"LOC105616280",232,51,19,29,32,39,16
"LOC105616279",2963,19,8,4,8,4,4
"HLF",825,61,66,62,20,52,64
"LOC105606925",2164,1885,1394,1884,1898,2306,2259
"STXBP4",6132,1970,1432,1625,1431,1845,1760
"LOC101118455",1344,599,423,523,346,449,375
"TOM1L1",4166,667,569,633,490,743,627
"LOC101120345",315,4,8,0,0,0,0
"LOC101118198",1339,0,0,0,0,0,0
"LOC101120097",1062,0,0,2,0,0,0
"LOC101119835",1832,3195,2386,2964,2741,3447,3021
"KIF2B",2224,0,0,0,0,0,0
"LOC101119575",734,0,0,0,0,0,0
"LOC106991407",1461,0,0,0,0,0,0
"LOC101119322",975,0,0,0,0,0,0
"LOC101119063",678,0,0,0,0,0,0
"LOC105613949",870,0,0,0,0,0,0
"LOC101118801",691,0,0,0,0,0,0
"LOC101117679",4578,131,129,125,55,119,77
"CA10",2620,8,1,4,2,6,2
"CHAMP1",4589,3662,2845,3493,1601,2048,1826
"UPF3A",2494,450,398,393,382,480,433
"CDC16",2191,2334,1982,2360,1319,1660,1653
"LOC105616251",1023,0,0,0,2,0,0
"LOC105616252",9031,99,44,71,26,36,37
"RASA3",4890,136,98,149,82,122,95
"LOC101121181",913,0,0,0,0,0,0
"GAS6",2913,24,8,28,4,0,2
"TFDP1",1141,618,456,635,380,581,527
"TMCO3",3896,2959,1989,2723,1668,1995,2079
"LOC101120174",4723,258,203,302,148,185,194
"ADPRHL1",1020,24,18,13,12,4,14
"GRTP1",1748,22,14,32,40,76,59
"LAMP1",2603,15968,11746,14768,9663,12664,11926
"CUL4A",4169,7435,5448,7663,4924,6988,6336
"PCID2",1548,1454,1146,1529,991,1291,1358
"LOC105607399",689,4,0,2,0,0,0
"PROZ",2108,0,8,22,2,0,4
"F10",3289,0,0,0,2,0,6
"F7",1383,0,0,0,0,0,0
"MCF2L",5032,0,0,2,0,0,2
"ATP11A",6932,132,90,158,151,166,160
"LOC106991370",858,0,0,4,0,0,0
"TUBGCP3",3124,2290,1557,2177,1044,1693,1543
"SPACA7",810,2,8,4,7,14,10
"LOC106991373",313,0,2,0,4,0,2
"LOC106991369",2928,0,2,0,0,0,0
"TEX29",2602,0,0,0,0,6,6
"ARHGEF7",4450,641,483,694,434,663,563
"LOC105607406",1077,0,15,4,10,2,5
"LOC106991394",364,0,0,0,2,0,0
"LOC105607405",1011,0,0,0,0,0,0
"ANKRD10",2608,1730,1402,1457,1454,1653,1684
"LOC106991393",457,8,32,16,22,14,22
"ING1",1056,16,10,14,18,44,22
"LOC105616243",2858,80,58,83,63,60,80
"CARS2",2095,993,692,1042,497,617,610
"LOC106991368",467,70,61,66,37,38,46
"CARKD",3252,505,364,506,195,314,212
"RAB20",805,0,3,4,8,4,0
"LOC101115805",6247,6536,3291,6287,3576,5581,5002
"COL4A1",6356,23815,15254,22401,13968,20319,18595
"IRS2",3891,0,0,4,0,4,2
"LOC105607410",3146,0,0,0,0,0,0
"LOC105607413",2935,0,0,0,0,0,0
"LOC105616241",1084,0,0,0,0,0,0
"MYO16",6625,0,0,2,6,2,12
"TNFSF13B",2750,118,60,76,1117,1291,1122
"ABHD13",5490,4410,3114,3883,3555,4143,4023
"LIG4",5647,2085,1584,1979,1284,1693,1342
"FAM155A",2303,0,0,2,2,4,0
"LOC105607421",7548,0,2,2,6,4,0
"ARGLU1",1780,3164,2479,2758,1953,2560,2208
"EFNB2",1559,136,101,146,188,306,279
"SLC10A2",1941,0,0,0,0,0,0
"LOC101114712",5350,6,7,6,36,23,26
"ERCC5",4784,564,321,494,458,717,613
"BIVM",5213,3390,2337,3104,1999,2698,2451
"KDELC1",2024,1635,1202,1537,837,1098,998
"TEX30",1417,525,434,539,299,430,400
"METTL21C",2777,46,45,30,59,44,50
"TPP2",4595,6649,5260,6181,4649,6022,5786
"LOC106991360",1429,4,9,5,7,0,6
"LOC106991359",1033,0,0,4,0,2,0
"LOC105616236",1799,0,0,0,1,0,0
"LOC105616237",8906,8,0,4,2,2,0
"FGF14",3223,22,16,32,22,19,42
"ITGBL1",5510,38,22,22,46,36,54
"NALCN",7420,0,8,0,15,4,2
"LOC101112491",570,2523,1905,2586,1876,2232,2090
"LOC101113250",744,52,55,57,71,101,61
"TMTC4",4120,4384,3099,3646,2098,2563,2508
"LOC105616229",1042,11,21,16,21,16,26
"PCCA",3797,2238,1760,1955,1032,1434,1254
"LOC105601940",1689,1,1,4,2,0,0
"LOC105601945",810,6,7,6,0,2,2
"ZIC2",1475,4,0,6,6,2,16
"ZIC5",2515,65,66,66,46,60,36
"LOC105616228",4607,26,30,8,4,16,2
"CLYBL",13760,970,892,810,376,547,467
"LOC105616227",1462,34,38,53,58,17,36
"TM9SF2",2800,23809,17914,21512,12467,15960,14475
"LOC101111720",3315,10,24,10,14,12,14
"GPR183",2465,84,103,105,18,23,51
"GPR18",1869,63,104,93,34,53,47
"LOC105616226",1746,56,32,18,24,24,14
"UBAC2",2202,3748,2884,3705,2417,3063,2863
"LOC105616225",1890,30,14,6,12,12,14
"DOCK9",13053,6744,5084,6076,3319,4918,4260
"SLC15A1",2811,0,11,0,2,0,4
"STK24",2500,2314,1619,2231,1668,2280,1952
"LOC105616254",938,29,43,32,12,7,10
"FARP1",4215,9233,7043,9704,7091,9166,8722
"IPO5",3956,39396,29763,38566,28601,36162,32750
"LOC105616222",1498,66,12,89,10,8,8
"LOC105616221",1183,42,16,32,12,10,14
"MBNL2",4759,10130,7239,8616,12432,14497,14163
"OXGR1",1351,2,2,2,0,0,0
"LOC106991391",5123,251,220,184,238,268,255
"LOC105616217",2725,16,38,36,11,16,6
"HS6ST3",1648,24,6,25,18,10,14
"UGGT2",12531,5495,4259,5264,3844,4819,4367
"DNAJC3",5048,7652,5056,6413,6789,8492,7745
"DZIP1",4281,4705,3619,4351,2226,2938,2633
"CLDN10",2136,1012,720,938,521,748,518
"LOC101109890",1107,7,5,4,6,3,4
"LOC106991390",276,0,0,0,0,0,0
"LOC101109626",5977,99,37,109,32,60,35
"LOC101107612",429,0,0,0,6,0,0
"LOC101109370",3914,50,14,57,24,25,30
"LOC101109105",3282,72,42,48,78,52,52
"LOC105601884",5896,88,70,82,71,79,56
"LOC106991389",933,189,210,201,116,143,111
"LOC105616212",507,16,11,6,20,21,14
"LOC101108321",4830,28,13,38,21,18,27
"LOC105616213",1453,29,11,24,14,11,22
"LOC105614203",627,10,2,9,16,5,8
"LOC105616214",1750,98,69,60,34,96,56
"LOC105613864",5982,50,46,65,32,42,64
"LOC105601928",3420,32,36,50,26,36,43
"LOC105616215",2452,156,106,129,79,70,82
"LOC106991366",807,0,2,0,0,2,0
"LOC106991387",2386,30,11,20,15,18,16
"LOC106991388",1519,261,213,195,138,163,139
"LOC101107030",4174,828,620,542,542,605,550
"LOC101106781",4079,0,6,10,8,7,19
"LOC106991386",1683,44,38,56,32,88,80
"LOC105616209",3064,9,19,26,65,49,60
"LOC101106534",4626,1245,1010,1260,1500,1920,1814
"LOC105612090",2086,0,14,14,4,8,4
"SOX21",2327,2,0,0,8,2,11
"LOC105616207",8609,218,226,210,229,262,194
"GPR180",3301,3264,2628,2943,1955,2190,2116
"TGDS",2974,652,451,650,590,770,696
"DCT",1601,4,2,4,8,6,4
"LOC105612089",697,0,0,0,0,4,0
"LOC105616201",8761,144,168,104,94,108,110
"LOC105616202",3580,78,116,114,96,58,50
"LOC101106858",240,0,0,0,3,4,0
"LOC105610591",4844,308,243,249,190,240,226
"GPC6",6569,3268,2489,3044,1961,2380,2426
"LOC101105762",1313,0,0,4,0,0,0
"LOC105616197",2031,0,0,0,0,0,2
"LOC105616198",2814,0,0,0,0,0,4
"LOC106991358",7332,4,4,2,2,2,0
"LOC105616200",474,0,0,0,0,0,0
"GPC5",21990,28,18,34,21,15,10
"MIR19B",87,1,0,8,0,2,1
"MIR17",84,0,0,0,0,0,2
"LOC105616266",944,0,0,2,0,0,0
"SLITRK5",11285,1430,1086,1372,558,700,696
"LOC101104507",2733,22,12,21,13,25,10
"LOC101104252",895,0,2,0,0,2,0
"SLITRK6",4338,2,2,0,0,0,2
"LOC105610693",563,0,2,8,0,0,0
"LOC105616265",1256,2,0,2,0,0,0
"SLITRK1",6856,4,2,8,4,2,2
"LOC106991365",392,787,472,680,571,720,670
"LOC101103736",1063,0,0,0,0,0,0
"LOC101105339",1087,75,63,63,33,39,42
"LOC105607734",2181,8,18,8,14,34,20
"LOC101103488",772,18,20,35,12,23,16
"LOC105607735",4377,7,12,4,20,28,6
"NDFIP2",4392,11471,8001,9129,9541,10953,10456
"LOC105607736",1268,261,213,243,146,170,192
"RBM26",7732,5547,4681,5702,3372,4258,3946
"LOC106991385",5402,12,42,32,32,42,28
